brand,car_age,km_driven,engine_capacity,mileage,previous_owners,fuel_type,transmission,selling_price
Honda,3,92960,1244,15.348942639793083,3,CNG,Manual,1522014
Toyota,10,68278,1162,13.817219974273904,2,Petrol,Automatic,488569
Maruti,3,60077,2970,10.193462046842882,3,CNG,Manual,924071
Mahindra,7,117782,2011,18.104491101422497,1,Diesel,Automatic,602641
Hyundai,14,107932,1541,22.767261031389726,2,Petrol,Automatic,817752
Mercedes,4,145600,2841,24.36447469408882,3,CNG,Manual,1162494
Tata,13,114869,1479,18.486174259199338,2,Diesel,Automatic,1715538
BMW,8,144251,2442,17.716919916098412,2,Petrol,Manual,2103303
Hyundai,13,53781,2372,11.275845782338617,2,CNG,Automatic,855362
Mercedes,7,58798,2158,18.233092023138994,3,Diesel,Automatic,2392848
Hyundai,5,103696,2939,15.69968618448092,2,CNG,Manual,870608
Honda,7,55939,862,19.107029213253654,3,CNG,Automatic,1844173
Maruti,3,34516,1962,15.8308952181482,1,Petrol,Manual,1169224
Tata,12,146521,2028,13.604486851755501,3,Petrol,Automatic,267421
Audi,2,55290,1055,11.424479128425647,1,Diesel,Manual,436436
Maruti,6,131688,934,14.723776668833436,3,Petrol,Automatic,1723659
Audi,2,91661,1674,11.449672514316283,2,Diesel,Manual,1551332
Mercedes,3,77954,1621,12.653454262359759,3,CNG,Manual,1786314
Mahindra,6,27746,2935,24.81004237869319,2,CNG,Automatic,1258067
BMW,5,72990,1622,16.66155335359928,1,Diesel,Manual,2414178
Toyota,8,63810,1773,17.97807649757525,3,CNG,Automatic,274804
Maruti,9,123362,2577,23.10427793105823,2,Petrol,Automatic,962803
Tata,11,138669,920,24.933533507360316,1,CNG,Manual,2172871
Hyundai,3,7659,2437,18.74071674017022,1,Petrol,Manual,2140483
Tata,12,91516,2164,22.187107315662573,3,Diesel,Manual,687335
Mercedes,10,79567,1807,14.904115365050128,1,Diesel,Manual,1233061
Audi,3,20037,1724,14.586159361709367,2,CNG,Manual,1461402
Hyundai,3,131498,1444,16.040555814918402,1,CNG,Automatic,1553940
Toyota,13,17109,2832,20.087608940104737,1,Petrol,Manual,2171027
Toyota,13,27010,2868,20.23287533882648,2,Petrol,Automatic,1566851
Maruti,6,13787,1041,14.728591519741762,1,CNG,Manual,2326028
Mercedes,1,144544,2419,11.99814886204943,1,CNG,Manual,1923907
Mahindra,7,66709,1602,19.48594384698263,1,Diesel,Manual,1503343
Mercedes,12,39518,1763,11.924887932831467,1,Diesel,Automatic,2109503
Audi,1,58909,868,18.67738762343995,2,Diesel,Manual,1276837
Tata,14,23351,1952,20.401331920844633,1,CNG,Automatic,1723163
Toyota,5,20282,995,20.509172445916775,2,CNG,Automatic,1737746
Tata,10,10075,2987,21.30208165989395,1,CNG,Automatic,1829040
Tata,13,33365,1545,23.09289132348497,1,Diesel,Manual,2439564
Tata,8,16002,2488,17.499384879471826,1,CNG,Automatic,1716925
Toyota,4,18947,1076,20.953737842943568,1,Petrol,Manual,2191637
Honda,5,99840,860,19.28759103048755,2,CNG,Automatic,2108281
Audi,4,121219,2713,12.799599096965238,2,CNG,Manual,1098760
Audi,12,83610,2899,10.385344673041123,2,CNG,Automatic,872636
Hyundai,12,57142,2572,14.268120785154007,3,CNG,Manual,584083
Mercedes,14,61307,2134,16.645505595064293,1,CNG,Manual,731598
Mercedes,4,140565,2637,19.256589166429844,1,Petrol,Manual,1613664
BMW,12,55085,1366,22.749389957548082,2,Petrol,Automatic,1914327
Mercedes,8,39228,2371,12.943685750592484,3,CNG,Automatic,2478845
Toyota,2,48472,1421,11.883246848477157,1,Diesel,Manual,866252
Mahindra,1,54437,2825,24.452199212114913,2,CNG,Automatic,2469839
Maruti,3,64711,2000,11.620668390646106,1,CNG,Automatic,803359
BMW,9,142888,1113,17.177366051607837,1,CNG,Automatic,896362
Maruti,4,82175,2944,18.78345593189953,2,Diesel,Automatic,2274887
Audi,10,69307,2036,18.120616313611574,2,Diesel,Automatic,1633331
Maruti,5,51733,936,11.290482355494149,1,Diesel,Automatic,1319234
Maruti,2,133202,1829,10.85540371005429,1,Petrol,Automatic,1782716
BMW,4,100028,2956,11.582251411915536,2,Diesel,Manual,467531
Hyundai,2,147312,1461,18.783815258089188,1,Petrol,Manual,2132303
Tata,2,97493,886,18.165173314514817,1,Petrol,Automatic,2266494
Mercedes,4,130149,2923,13.506111880551163,2,Diesel,Manual,626941
Mercedes,6,13259,2108,19.566612127683875,1,Diesel,Manual,855920
Toyota,7,133775,2500,22.30101253083474,1,Diesel,Manual,586354
BMW,10,19849,1294,10.623684397698906,3,Petrol,Automatic,1512032
Toyota,3,86768,2447,17.471949153220635,2,CNG,Automatic,1135709
Mahindra,3,111108,2742,20.339656181540356,3,Diesel,Automatic,2177675
Mahindra,10,94709,1868,13.784678906045306,3,Diesel,Automatic,2384718
Toyota,6,59869,2224,14.616563579397237,3,Diesel,Automatic,1483326
BMW,13,131888,1396,19.204568544840757,1,Petrol,Manual,2294589
Toyota,12,68095,1249,23.46902940165605,1,Petrol,Automatic,2285469
Mercedes,3,122886,1284,22.14886630454349,3,CNG,Manual,1546365
Honda,13,75910,1445,18.746953286493753,3,Diesel,Automatic,1336078
Maruti,2,28567,2429,20.953325766358738,3,Petrol,Manual,686598
Honda,8,40292,1461,15.47233705311698,1,CNG,Automatic,549454
BMW,5,79813,1557,19.61448292148137,3,Diesel,Automatic,2068521
Honda,1,102136,1088,16.992723866913355,3,Petrol,Automatic,733037
Mahindra,3,56631,1520,12.849042046863413,2,Diesel,Automatic,784933
Audi,10,14885,1437,20.52607410815886,2,Diesel,Automatic,413933
Maruti,8,71314,1298,18.34696956023233,1,Petrol,Automatic,1301751
Tata,4,70087,1433,15.37932372930387,2,Petrol,Manual,1201720
BMW,14,100998,2473,23.67008785117946,2,Petrol,Automatic,2445547
Maruti,7,54812,2830,10.314011767400999,2,Diesel,Manual,2347914
Honda,10,63643,914,14.73659726874244,1,Diesel,Automatic,2254300
Mahindra,12,49900,1473,10.853220966664699,2,CNG,Manual,627709
Hyundai,14,143923,2536,21.497909743324406,1,Diesel,Manual,455539
Tata,14,21288,2057,20.531611811706888,3,Petrol,Manual,1950866
Maruti,2,77692,946,14.970283281044756,2,Diesel,Manual,2238803
Mahindra,7,143440,2965,20.134943533106096,1,CNG,Manual,2002272
Mahindra,5,90436,1211,15.939058392939248,2,CNG,Manual,1281159
Honda,5,51403,2487,21.343806871336515,3,Petrol,Automatic,853080
Mercedes,6,96170,2332,16.812754941050592,1,Petrol,Manual,2377096
Honda,13,14168,936,16.184195917474984,1,CNG,Automatic,2235030
Mercedes,9,54879,818,24.020948732324513,1,CNG,Automatic,2150852
Mercedes,14,64871,2759,13.763186498360504,3,CNG,Manual,1240444
Tata,6,37174,1801,11.806710099948482,3,Petrol,Manual,212120
Honda,12,142653,1248,18.768146698891872,3,CNG,Automatic,824135
Hyundai,13,115155,2748,24.539827184262684,1,CNG,Manual,822863
Toyota,14,76853,1745,15.6675882059078,3,Petrol,Manual,744748
Toyota,8,69046,2177,10.930551454431722,2,Diesel,Manual,2112124
Honda,7,54678,2322,15.089579009643511,3,Diesel,Manual,2253902
Honda,9,31649,940,17.588974814793374,1,CNG,Manual,751616
Tata,4,132795,2720,12.428845099483205,2,Diesel,Manual,2421186
Honda,2,93668,892,19.87153327084738,3,Diesel,Manual,1794469
Mercedes,7,94906,1038,24.96624083515301,2,Diesel,Automatic,2145909
Mahindra,6,101019,1004,16.77609213972166,2,Diesel,Manual,1034030
Mahindra,1,83002,2256,15.320928350953189,1,CNG,Automatic,391848
Mercedes,11,33803,1044,16.010562502517,2,Diesel,Automatic,2107266
BMW,9,35795,1631,11.727192675928016,2,Diesel,Automatic,2466598
Mercedes,9,13770,1094,23.249104021393357,1,Petrol,Automatic,1976238
Hyundai,12,16093,1655,16.22238483282028,1,CNG,Manual,262784
Audi,2,136265,2864,15.809116171372619,1,Petrol,Automatic,1133432
Maruti,3,105311,870,19.895354093957117,2,Petrol,Automatic,1269850
Mercedes,5,22569,2092,16.630501313966853,2,CNG,Automatic,1902858
Honda,5,16190,2148,19.723502032117693,2,Diesel,Automatic,1020848
Honda,1,67824,1104,10.921694351961813,1,Petrol,Automatic,916358
Tata,8,47070,1830,22.20585015583341,3,CNG,Manual,443768
Mercedes,12,45197,2137,24.107559293191038,2,Diesel,Manual,2195127
Tata,8,7261,1616,19.73148079239079,3,CNG,Automatic,1941070
Mercedes,4,142788,1926,24.31848893288216,1,Petrol,Manual,1708834
Maruti,13,91795,1620,12.27148471554945,2,Diesel,Manual,1235108
Audi,7,33933,992,17.161242842205304,3,Diesel,Automatic,343435
Mahindra,11,140450,2576,19.02710100918171,2,CNG,Automatic,678365
Toyota,10,45583,1328,18.7260497113178,2,Diesel,Automatic,1162067
Mercedes,3,117082,1050,16.021926686335647,2,Petrol,Manual,2274242
Audi,6,90371,2588,15.071266140493922,3,Petrol,Automatic,1238457
Mahindra,14,116032,2826,11.902360338256281,1,Petrol,Manual,1819110
BMW,10,47604,2203,15.876136758434173,2,CNG,Manual,1128665
Maruti,13,100074,1967,12.439912226582276,1,Diesel,Manual,694209
Tata,10,78869,2872,21.015485147383274,1,Diesel,Automatic,813398
Tata,12,10410,1896,13.132464032418849,3,Diesel,Manual,1734230
Honda,14,88375,2647,10.878479579268008,3,Petrol,Automatic,1963796
Mahindra,9,101055,1304,18.285492067258517,1,Diesel,Automatic,1456847
BMW,1,142868,2421,18.928445990791026,2,Petrol,Automatic,795976
Audi,5,91716,2187,23.078695919207583,3,Diesel,Automatic,1051980
Maruti,4,59245,2022,18.654724186265227,2,Petrol,Automatic,1966299
Mahindra,8,48056,1517,15.182212805851686,2,Diesel,Manual,473306
BMW,11,63557,1138,22.04517822289481,2,CNG,Manual,1862656
Toyota,12,22543,1458,18.104183397811315,1,CNG,Manual,899793
Mercedes,1,101038,1761,11.189204269467876,2,Petrol,Manual,1718642
Tata,9,8828,1228,18.4877584046987,1,Petrol,Manual,1314764
Audi,6,121656,1698,23.620278181324935,1,Diesel,Automatic,1434599
Tata,4,22087,938,15.944689382473308,2,Diesel,Automatic,2116726
Audi,12,148677,1341,14.444887028497,2,CNG,Manual,962476
Honda,9,36337,2904,12.152041855270301,2,Diesel,Manual,760846
Audi,11,141554,2055,12.27168282903036,2,Petrol,Manual,328938
Tata,5,70333,1183,16.49157226512728,1,Petrol,Automatic,1395307
Audi,5,141535,993,18.935197362422944,2,Petrol,Automatic,1055656
Toyota,12,75448,2695,11.209231077544025,2,Petrol,Automatic,666441
Honda,5,9648,1531,24.093528835377484,1,Petrol,Manual,1881405
Audi,1,135576,2963,21.32700426167794,3,CNG,Manual,684716
Mahindra,1,38623,1484,18.79935877425494,3,CNG,Manual,1992363
Hyundai,8,40634,881,22.426580064084863,1,Petrol,Manual,838922
BMW,12,119598,1331,11.2028013521817,3,Diesel,Automatic,977867
Hyundai,8,54334,2783,17.152583165996866,1,Petrol,Manual,1568465
Hyundai,12,73648,1020,19.45139690292495,2,CNG,Manual,1876779
Maruti,6,27054,1434,22.429793591774338,2,Petrol,Manual,1762607
Toyota,12,75028,2569,21.752043400739016,3,CNG,Automatic,1902424
Mahindra,11,27207,2674,14.156038745700995,2,CNG,Automatic,1385560
Mercedes,13,86554,802,24.113202543388063,3,Petrol,Manual,1960968
Audi,4,88276,2517,11.865187621463056,3,Petrol,Automatic,1146301
BMW,2,57781,1005,23.127004279317283,2,Diesel,Automatic,861809
Honda,14,66035,2655,24.56410374406928,2,CNG,Automatic,332797
Mahindra,2,13210,839,12.657302848339384,3,Diesel,Automatic,1067838
Tata,9,49363,2906,20.830990963056777,2,Petrol,Automatic,1257880
Mercedes,5,83279,1443,10.604282781669976,1,CNG,Manual,325555
Maruti,4,139393,2330,16.081342377087324,2,Diesel,Manual,1771853
Maruti,10,86348,2707,17.74424948796511,2,Diesel,Manual,668224
Mahindra,13,118816,2943,18.709678388644512,1,Diesel,Automatic,1507066
Hyundai,1,128053,1697,24.03905872372839,2,Petrol,Automatic,1586311
Tata,7,71262,1885,20.08376030941292,2,Petrol,Automatic,1605764
Maruti,3,139832,2079,17.219169268288553,3,Petrol,Automatic,985890
BMW,6,72411,1470,22.14512554398834,2,CNG,Manual,1911382
Maruti,5,28377,2305,24.257992314316134,2,Petrol,Manual,1630024
Honda,5,43211,1518,10.330992230234363,1,CNG,Manual,1122229
Audi,11,8744,1871,24.73781908384058,3,Diesel,Manual,812495
Maruti,5,29995,2755,11.291982085955205,3,Diesel,Manual,398017
Honda,1,39542,1959,22.21580168903142,3,Petrol,Manual,1264941
Mahindra,1,15651,1049,14.205021288271187,2,Diesel,Automatic,1052224
Mahindra,3,104239,2692,11.982694866308076,3,Petrol,Automatic,871064
Mercedes,14,83931,2653,16.597834595707525,1,CNG,Manual,2458126
Maruti,12,107112,2303,19.659348691714204,3,Diesel,Automatic,1642987
BMW,10,21715,2034,15.714277675352125,1,Petrol,Manual,450319
Maruti,4,66350,843,10.818481124240485,3,Diesel,Manual,1039949
BMW,5,76425,1382,18.991917094880748,3,Diesel,Automatic,234012
Toyota,2,91120,2088,23.536049141660122,1,Petrol,Manual,866775
Mercedes,8,119889,1019,15.748230489208776,3,Diesel,Manual,1794550
Toyota,11,146130,2725,13.244991664462406,3,Diesel,Manual,707730
Maruti,11,79637,1790,16.63866018899223,3,Diesel,Automatic,1932679
Mercedes,14,75194,2612,10.725440665731712,2,Diesel,Automatic,2329313
Toyota,2,81917,1657,22.30731376720412,1,CNG,Automatic,654529
Hyundai,9,69200,1603,22.3951121642528,3,Diesel,Automatic,1513122
Maruti,2,110848,1289,18.820006951444427,1,Diesel,Manual,1311766
Toyota,13,111022,2580,15.296543334075842,1,Petrol,Automatic,739203
Hyundai,9,65058,2293,21.99675046668675,1,CNG,Automatic,1511629
Hyundai,7,67068,2505,18.32030537182551,3,Petrol,Automatic,1100542
Mahindra,8,104932,853,22.388984628250242,3,Petrol,Manual,234112
Maruti,11,142103,1415,19.47188188874531,1,Petrol,Automatic,1335166
Hyundai,2,27785,1882,21.76608209819196,2,CNG,Automatic,1890336
Mahindra,7,99475,2648,18.9784448982664,1,Petrol,Manual,494768
Toyota,12,7282,1754,16.212116023234994,2,Petrol,Manual,261264
Honda,6,72534,2429,24.369187898892065,1,Petrol,Manual,1100198
Maruti,4,79964,1449,18.11670737318267,1,Diesel,Manual,2167775
Mercedes,7,124006,1194,19.076342778108078,1,Petrol,Automatic,843790
BMW,14,55583,2159,13.307314591221239,3,CNG,Manual,643148
BMW,13,43392,1170,19.384761841409148,2,CNG,Automatic,1418284
Toyota,4,12461,1657,18.574114742244156,2,Diesel,Automatic,2008570
Toyota,2,105123,1590,12.772575969205374,1,CNG,Automatic,1388878
Hyundai,10,15516,1457,10.893806460297156,3,CNG,Automatic,2148058
Maruti,12,126251,2192,19.065389795721565,3,Diesel,Automatic,694523
BMW,7,67493,1183,21.455384040254806,2,Petrol,Manual,1798515
BMW,8,41027,2909,17.851020563830122,3,Diesel,Automatic,822207
Hyundai,2,98547,1038,13.401589379794686,2,Petrol,Automatic,911232
BMW,5,105127,994,19.997829650395524,2,Petrol,Automatic,842064
Mercedes,1,84003,2908,11.201585899144034,2,CNG,Manual,1065630
Maruti,7,44758,1952,16.62750557202932,3,Diesel,Automatic,1393387
Audi,8,59312,2815,12.450501375976302,2,CNG,Automatic,330697
BMW,13,73670,955,12.76688576589825,2,CNG,Manual,2185500
Toyota,6,87279,1722,13.034409237373055,1,Petrol,Automatic,1509989
